CountyName,CustomersServed,CustomersAffected,timestamp,EMC
Henry,0,347,07-21-2024 10:10:01,PEA River Electric Coop
Henry,0,347,07-21-2024 10:25:01,PEA River Electric Coop
Henry,0,347,07-21-2024 10:40:02,PEA River Electric Coop
Henry,0,347,07-21-2024 10:55:01,PEA River Electric Coop
Henry,0,1,07-21-2024 11:25:01,PEA River Electric Coop
Henry,0,1,07-21-2024 11:40:01,PEA River Electric Coop
Henry,0,1,07-21-2024 11:55:01,PEA River Electric Coop
Henry,0,1,07-21-2024 12:10:01,PEA River Electric Coop
Henry,0,1,07-21-2024 12:25:01,PEA River Electric Coop
Henry,0,1,07-21-2024 12:40:01,PEA River Electric Coop
Henry,0,1,07-21-2024 12:55:01,PEA River Electric Coop
Dale,0,1,07-21-2024 13:10:01,PEA River Electric Coop
Dale,0,1,07-21-2024 13:25:01,PEA River Electric Coop
Dale,0,1,07-21-2024 13:40:01,PEA River Electric Coop
Dale,0,1,07-21-2024 18:55:01,PEA River Electric Coop
Dale,0,55,07-21-2024 19:10:01,PEA River Electric Coop
Dale,0,54,07-21-2024 19:25:01,PEA River Electric Coop
Henry,0,21,07-21-2024 19:25:01,PEA River Electric Coop
Dale,0,60,07-21-2024 19:40:01,PEA River Electric Coop
Henry,0,21,07-21-2024 19:40:01,PEA River Electric Coop
Dale,0,60,07-21-2024 19:55:01,PEA River Electric Coop
Henry,0,21,07-21-2024 19:55:01,PEA River Electric Coop
Dale,0,60,07-21-2024 20:10:01,PEA River Electric Coop
Henry,0,21,07-21-2024 20:10:01,PEA River Electric Coop
Dale,0,60,07-21-2024 20:25:01,PEA River Electric Coop
Henry,0,21,07-21-2024 20:25:01,PEA River Electric Coop
Dale,0,60,07-21-2024 20:40:01,PEA River Electric Coop
Henry,0,21,07-21-2024 20:40:01,PEA River Electric Coop
Dale,0,60,07-21-2024 20:55:02,PEA River Electric Coop
Henry,0,21,07-21-2024 20:55:02,PEA River Electric Coop
Dale,0,6,07-21-2024 21:10:01,PEA River Electric Coop
Henry,0,21,07-21-2024 21:10:01,PEA River Electric Coop
Dale,0,6,07-21-2024 21:25:01,PEA River Electric Coop
Henry,0,21,07-21-2024 21:25:01,PEA River Electric Coop
Dale,0,6,07-21-2024 21:40:02,PEA River Electric Coop
Dale,0,1,07-21-2024 21:55:01,PEA River Electric Coop
Henry,0,1,07-21-2024 21:55:01,PEA River Electric Coop
Dale,0,1,07-21-2024 22:10:01,PEA River Electric Coop
Henry,0,1,07-21-2024 22:10:01,PEA River Electric Coop
Dale,0,1,07-21-2024 22:25:01,PEA River Electric Coop
Dale,0,1,07-21-2024 22:40:01,PEA River Electric Coop
Barbour,0,1,07-21-2024 23:25:02,PEA River Electric Coop
Barbour,0,1,07-21-2024 23:40:01,PEA River Electric Coop
Barbour,0,1,07-21-2024 23:55:01,PEA River Electric Coop
Barbour,0,1,07-22-2024 00:10:01,PEA River Electric Coop
Barbour,0,1,07-22-2024 00:25:01,PEA River Electric Coop
Barbour,0,1,07-22-2024 00:40:01,PEA River Electric Coop
Barbour,0,1,07-22-2024 00:55:01,PEA River Electric Coop
Barbour,0,1,07-22-2024 01:10:01,PEA River Electric Coop
Dale,0,1,07-23-2024 03:10:01,PEA River Electric Coop
Dale,0,1,07-23-2024 03:25:02,PEA River Electric Coop
Dale,0,1,07-23-2024 03:40:02,PEA River Electric Coop
Dale,0,1,07-23-2024 03:55:02,PEA River Electric Coop
Dale,0,1,07-23-2024 04:10:04,PEA River Electric Coop
Henry,0,2,07-23-2024 12:25:04,PEA River Electric Coop
Henry,0,2,07-23-2024 12:40:07,PEA River Electric Coop
Henry,0,2,07-23-2024 12:55:03,PEA River Electric Coop
Barbour,0,1,07-23-2024 12:55:03,PEA River Electric Coop
Henry,0,2,07-23-2024 13:10:07,PEA River Electric Coop
Henry,0,2,07-23-2024 13:25:07,PEA River Electric Coop
Henry,0,3,07-23-2024 13:40:04,PEA River Electric Coop
Henry,0,3,07-23-2024 13:55:07,PEA River Electric Coop
Henry,0,1,07-23-2024 14:10:04,PEA River Electric Coop
Henry,0,1,07-23-2024 14:25:01,PEA River Electric Coop
Henry,0,1,07-23-2024 14:40:01,PEA River Electric Coop
Henry,0,2,07-23-2024 21:55:01,PEA River Electric Coop
Henry,0,2,07-23-2024 22:10:01,PEA River Electric Coop
Henry,0,2,07-23-2024 22:25:01,PEA River Electric Coop
Henry,0,2,07-23-2024 22:40:01,PEA River Electric Coop
Henry,0,2,07-23-2024 22:55:01,PEA River Electric Coop
Dale,0,1,07-24-2024 16:55:01,PEA River Electric Coop
Dale,0,1,07-24-2024 17:10:01,PEA River Electric Coop
Dale,0,1,07-24-2024 17:25:01,PEA River Electric Coop
Dale,0,2,07-24-2024 18:10:02,PEA River Electric Coop
Dale,0,2,07-24-2024 18:25:01,PEA River Electric Coop
Dale,0,2,07-24-2024 18:40:03,PEA River Electric Coop
Dale,0,2,07-24-2024 18:55:01,PEA River Electric Coop
Dale,0,2,07-24-2024 19:10:03,PEA River Electric Coop
Dale,0,208,07-25-2024 11:10:09,PEA River Electric Coop
Dale,0,208,07-25-2024 11:25:04,PEA River Electric Coop
Dale,0,208,07-25-2024 11:40:07,PEA River Electric Coop
Dale,0,208,07-25-2024 11:55:06,PEA River Electric Coop
Dale,0,208,07-25-2024 12:10:07,PEA River Electric Coop
Dale,0,2,07-25-2024 20:10:01,PEA River Electric Coop
Dale,0,4,07-25-2024 20:25:01,PEA River Electric Coop
Dale,0,4,07-25-2024 20:40:01,PEA River Electric Coop
Dale,0,4,07-25-2024 20:55:01,PEA River Electric Coop
Dale,0,4,07-25-2024 21:10:01,PEA River Electric Coop
Dale,0,4,07-25-2024 21:25:01,PEA River Electric Coop
Dale,0,1,07-25-2024 23:55:03,PEA River Electric Coop
Dale,0,1,07-26-2024 00:10:04,PEA River Electric Coop
Dale,0,1,07-26-2024 00:25:02,PEA River Electric Coop
Dale,0,1,07-26-2024 00:40:02,PEA River Electric Coop
Dale,0,1,07-26-2024 00:55:02,PEA River Electric Coop
Dale,0,1,07-26-2024 03:10:01,PEA River Electric Coop
Dale,0,1,07-26-2024 03:25:05,PEA River Electric Coop
Dale,0,1,07-26-2024 03:40:05,PEA River Electric Coop
Dale,0,1,07-26-2024 03:55:04,PEA River Electric Coop
Barbour,0,2,07-26-2024 13:55:01,PEA River Electric Coop
Barbour,0,2,07-26-2024 14:10:01,PEA River Electric Coop
Barbour,0,2,07-26-2024 14:25:02,PEA River Electric Coop
Barbour,0,2,07-26-2024 14:40:02,PEA River Electric Coop
Barbour,0,2,07-26-2024 14:55:01,PEA River Electric Coop
Barbour,0,2,07-26-2024 15:10:02,PEA River Electric Coop
Barbour,0,2,07-26-2024 15:25:01,PEA River Electric Coop
Barbour,0,2,07-26-2024 15:40:01,PEA River Electric Coop
Barbour,0,2,07-26-2024 15:55:01,PEA River Electric Coop
Barbour,0,2,07-26-2024 16:10:01,PEA River Electric Coop
Barbour,0,2,07-26-2024 16:25:01,PEA River Electric Coop
Barbour,0,2,07-26-2024 16:40:01,PEA River Electric Coop
Barbour,0,2,07-26-2024 16:55:01,PEA River Electric Coop
Dale,0,1,07-26-2024 18:10:01,PEA River Electric Coop
Dale,0,1,07-26-2024 18:25:03,PEA River Electric Coop
Dale,0,1,07-26-2024 18:40:01,PEA River Electric Coop
Henry,0,1,07-26-2024 19:10:01,PEA River Electric Coop
Henry,0,1,07-26-2024 19:25:01,PEA River Electric Coop
Henry,0,1,07-26-2024 19:40:01,PEA River Electric Coop
Dale,0,2,07-27-2024 10:10:01,PEA River Electric Coop
Dale,0,2,07-27-2024 10:25:01,PEA River Electric Coop
Dale,0,2,07-27-2024 10:40:01,PEA River Electric Coop
Dale,0,2,07-27-2024 10:55:01,PEA River Electric Coop
Barbour,0,1,07-27-2024 12:25:01,PEA River Electric Coop
Barbour,0,1,07-27-2024 12:40:01,PEA River Electric Coop
Barbour,0,1,07-27-2024 12:55:01,PEA River Electric Coop
Barbour,0,1,07-27-2024 13:10:01,PEA River Electric Coop
Barbour,0,1,07-27-2024 13:25:01,PEA River Electric Coop
Henry,0,1,07-27-2024 20:40:08,PEA River Electric Coop
Henry,0,1,07-27-2024 20:55:07,PEA River Electric Coop
Henry,0,1,07-27-2024 21:10:06,PEA River Electric Coop
Barbour,0,1,07-28-2024 14:25:01,PEA River Electric Coop
Barbour,0,10,07-28-2024 14:40:02,PEA River Electric Coop
Barbour,0,10,07-28-2024 14:55:02,PEA River Electric Coop
Barbour,0,10,07-28-2024 15:10:02,PEA River Electric Coop
Barbour,0,10,07-28-2024 15:25:05,PEA River Electric Coop
Dale,0,1,07-28-2024 15:55:02,PEA River Electric Coop
Dale,0,1,07-28-2024 16:10:10,PEA River Electric Coop
Dale,0,1,07-28-2024 16:25:04,PEA River Electric Coop
Dale,0,1,07-28-2024 16:40:05,PEA River Electric Coop
Dale,0,2,07-28-2024 19:55:02,PEA River Electric Coop
Dale,0,2,07-28-2024 20:10:01,PEA River Electric Coop
Henry,0,1,07-28-2024 20:10:01,PEA River Electric Coop
Dale,0,2,07-28-2024 20:25:01,PEA River Electric Coop
Henry,0,1,07-28-2024 20:25:01,PEA River Electric Coop
Dale,0,2,07-28-2024 20:40:01,PEA River Electric Coop
Henry,0,1,07-28-2024 20:40:01,PEA River Electric Coop
Henry,0,1,07-28-2024 20:55:01,PEA River Electric Coop
Henry,0,1,07-28-2024 21:10:01,PEA River Electric Coop
Henry,0,1,07-28-2024 21:25:01,PEA River Electric Coop
Henry,0,1,07-28-2024 21:40:01,PEA River Electric Coop
Henry,0,1,07-28-2024 21:55:01,PEA River Electric Coop
Dale,0,2,07-29-2024 11:25:01,PEA River Electric Coop
Dale,0,2,07-29-2024 11:40:01,PEA River Electric Coop
Dale,0,2,07-29-2024 11:55:01,PEA River Electric Coop
Dale,0,2,07-29-2024 12:10:01,PEA River Electric Coop
Barbour,0,2,07-29-2024 17:55:01,PEA River Electric Coop
Barbour,0,2,07-29-2024 18:10:01,PEA River Electric Coop
Barbour,0,2,07-29-2024 18:25:01,PEA River Electric Coop
Henry,0,1,07-29-2024 20:40:01,PEA River Electric Coop
Dale,0,2,07-29-2024 20:55:01,PEA River Electric Coop
Henry,0,1,07-29-2024 20:55:01,PEA River Electric Coop
Dale,0,2,07-29-2024 21:10:01,PEA River Electric Coop
Henry,0,1,07-29-2024 21:10:01,PEA River Electric Coop
Henry,0,1,07-29-2024 21:25:02,PEA River Electric Coop
Henry,0,1,07-29-2024 21:40:01,PEA River Electric Coop
Henry,0,1,07-29-2024 21:55:01,PEA River Electric Coop
Henry,0,1,07-29-2024 22:25:02,PEA River Electric Coop
Henry,0,1,07-29-2024 22:40:01,PEA River Electric Coop
Henry,0,1,07-29-2024 22:55:01,PEA River Electric Coop
Henry,0,1,07-29-2024 23:10:01,PEA River Electric Coop
Henry,0,1,07-29-2024 23:25:02,PEA River Electric Coop
Henry,0,1,07-29-2024 23:40:02,PEA River Electric Coop
Henry,0,1,07-29-2024 23:55:01,PEA River Electric Coop
Henry,0,1,07-30-2024 00:10:03,PEA River Electric Coop
Henry,0,1,07-30-2024 00:25:02,PEA River Electric Coop
Henry,0,1,07-30-2024 00:40:02,PEA River Electric Coop
Henry,0,1,07-30-2024 00:55:02,PEA River Electric Coop
Henry,0,1,07-30-2024 01:10:01,PEA River Electric Coop
Henry,0,1,07-30-2024 01:25:01,PEA River Electric Coop
Dale,0,1,07-30-2024 02:40:01,PEA River Electric Coop
Dale,0,1,07-30-2024 02:55:01,PEA River Electric Coop
Dale,0,1,07-30-2024 03:10:02,PEA River Electric Coop
Henry,0,10,07-30-2024 10:40:01,PEA River Electric Coop
Henry,0,10,07-30-2024 10:55:02,PEA River Electric Coop
Henry,0,10,07-30-2024 11:10:01,PEA River Electric Coop
Henry,0,10,07-30-2024 11:25:02,PEA River Electric Coop
Henry,0,10,07-30-2024 11:40:02,PEA River Electric Coop
Henry,0,10,07-30-2024 11:55:02,PEA River Electric Coop
Henry,0,10,07-30-2024 12:10:02,PEA River Electric Coop
Henry,0,10,07-30-2024 12:25:02,PEA River Electric Coop
Henry,0,10,07-30-2024 12:40:01,PEA River Electric Coop
Henry,0,8,07-31-2024 08:55:03,PEA River Electric Coop
Henry,0,8,07-31-2024 09:10:07,PEA River Electric Coop
Dale,0,2,07-31-2024 09:25:03,PEA River Electric Coop
Henry,0,8,07-31-2024 09:25:03,PEA River Electric Coop
Dale,0,2,07-31-2024 09:40:02,PEA River Electric Coop
Henry,0,8,07-31-2024 09:40:02,PEA River Electric Coop
Dale,0,2,07-31-2024 09:55:07,PEA River Electric Coop
Barbour,0,1,07-31-2024 12:55:01,PEA River Electric Coop
Barbour,0,1,07-31-2024 13:10:01,PEA River Electric Coop
Barbour,0,1,07-31-2024 13:25:01,PEA River Electric Coop
Barbour,0,1,07-31-2024 15:55:01,PEA River Electric Coop
Henry,0,8,07-31-2024 17:55:01,PEA River Electric Coop
Henry,0,8,07-31-2024 18:10:02,PEA River Electric Coop
Dale,0,1,07-31-2024 22:40:01,PEA River Electric Coop
Henry,0,2,07-31-2024 23:10:01,PEA River Electric Coop
Barbour,0,1,07-31-2024 23:10:01,PEA River Electric Coop
Henry,0,3,07-31-2024 23:25:02,PEA River Electric Coop
Barbour,0,1,07-31-2024 23:25:02,PEA River Electric Coop
Dale,0,1,07-31-2024 23:40:01,PEA River Electric Coop
Henry,0,4,07-31-2024 23:40:01,PEA River Electric Coop
Dale,0,1,07-31-2024 23:55:01,PEA River Electric Coop
Henry,0,20,07-31-2024 23:55:01,PEA River Electric Coop
Dale,0,1,08-01-2024 00:10:01,PEA River Electric Coop
Henry,0,20,08-01-2024 00:10:01,PEA River Electric Coop
Henry,0,20,08-01-2024 00:25:01,PEA River Electric Coop
Henry,0,20,08-01-2024 00:40:03,PEA River Electric Coop
Henry,0,19,08-01-2024 00:55:01,PEA River Electric Coop
Henry,0,19,08-01-2024 01:10:01,PEA River Electric Coop
Henry,0,1,08-01-2024 01:25:02,PEA River Electric Coop
Henry,0,2,08-01-2024 01:40:01,PEA River Electric Coop
Henry,0,3,08-01-2024 01:55:01,PEA River Electric Coop
Henry,0,3,08-01-2024 02:10:01,PEA River Electric Coop
Henry,0,1,08-01-2024 07:40:04,PEA River Electric Coop
Henry,0,1,08-01-2024 07:55:01,PEA River Electric Coop
Henry,0,1,08-01-2024 08:10:02,PEA River Electric Coop
Henry,0,1,08-01-2024 08:25:11,PEA River Electric Coop
Henry,0,1,08-01-2024 08:40:03,PEA River Electric Coop
Henry,0,1,08-01-2024 08:55:07,PEA River Electric Coop
Henry,0,1,08-01-2024 09:10:02,PEA River Electric Coop
Henry,0,1,08-01-2024 11:10:01,PEA River Electric Coop
Henry,0,1,08-01-2024 11:25:01,PEA River Electric Coop
Henry,0,1,08-01-2024 11:40:01,PEA River Electric Coop
Henry,0,1,08-01-2024 11:55:01,PEA River Electric Coop
Henry,0,1,08-01-2024 12:10:01,PEA River Electric Coop
Henry,0,1,08-01-2024 12:25:01,PEA River Electric Coop
Henry,0,1,08-01-2024 12:40:01,PEA River Electric Coop
Henry,0,1,08-01-2024 12:55:01,PEA River Electric Coop
Henry,0,1,08-01-2024 13:10:01,PEA River Electric Coop
Barbour,0,20,08-01-2024 13:10:01,PEA River Electric Coop
Henry,0,1,08-01-2024 13:25:01,PEA River Electric Coop
Barbour,0,20,08-01-2024 13:25:01,PEA River Electric Coop
Henry,0,2,08-01-2024 13:40:01,PEA River Electric Coop
Barbour,0,20,08-01-2024 13:40:01,PEA River Electric Coop
Henry,0,4,08-01-2024 13:55:01,PEA River Electric Coop
Barbour,0,20,08-01-2024 13:55:01,PEA River Electric Coop
Henry,0,4,08-01-2024 14:10:01,PEA River Electric Coop
Barbour,0,20,08-01-2024 14:10:01,PEA River Electric Coop
Henry,0,4,08-01-2024 14:25:02,PEA River Electric Coop
Henry,0,4,08-01-2024 14:40:01,PEA River Electric Coop
Henry,0,1,08-01-2024 14:55:00,PEA River Electric Coop
Dale,0,69,08-01-2024 16:55:01,PEA River Electric Coop
Dale,0,12,08-01-2024 21:40:01,PEA River Electric Coop
Dale,0,12,08-01-2024 21:55:01,PEA River Electric Coop
Dale,0,12,08-01-2024 22:10:01,PEA River Electric Coop
Dale,0,12,08-01-2024 22:25:02,PEA River Electric Coop
Dale,0,12,08-01-2024 22:40:01,PEA River Electric Coop
Dale,0,1,08-02-2024 22:55:01,PEA River Electric Coop
Dale,0,1,08-02-2024 23:10:02,PEA River Electric Coop
Dale,0,1,08-02-2024 23:25:02,PEA River Electric Coop
Barbour,0,2,08-02-2024 23:55:01,PEA River Electric Coop
Barbour,0,2,08-03-2024 00:10:02,PEA River Electric Coop
Barbour,0,2,08-03-2024 00:25:01,PEA River Electric Coop
Barbour,0,2,08-03-2024 00:40:02,PEA River Electric Coop
Barbour,0,2,08-03-2024 00:55:01,PEA River Electric Coop
Dale,0,2,08-03-2024 01:55:01,PEA River Electric Coop
Dale,0,2,08-03-2024 02:10:01,PEA River Electric Coop
Dale,0,2,08-03-2024 02:25:01,PEA River Electric Coop
Dale,0,7,08-03-2024 09:40:01,PEA River Electric Coop
Dale,0,7,08-03-2024 09:55:01,PEA River Electric Coop
Dale,0,7,08-03-2024 10:10:01,PEA River Electric Coop
Dale,0,7,08-03-2024 10:25:01,PEA River Electric Coop
Dale,0,7,08-03-2024 10:40:01,PEA River Electric Coop
Dale,0,8,08-03-2024 10:55:01,PEA River Electric Coop
Dale,0,8,08-03-2024 11:10:01,PEA River Electric Coop
Dale,0,9,08-03-2024 11:25:01,PEA River Electric Coop
Dale,0,9,08-03-2024 11:40:01,PEA River Electric Coop
Dale,0,2,08-03-2024 11:55:01,PEA River Electric Coop
Dale,0,2,08-03-2024 12:10:01,PEA River Electric Coop
Dale,0,1,08-03-2024 12:25:01,PEA River Electric Coop
Dale,0,1,08-03-2024 12:40:01,PEA River Electric Coop
Dale,0,2,08-03-2024 12:55:01,PEA River Electric Coop
Dale,0,1,08-03-2024 13:10:01,PEA River Electric Coop
Dale,0,1,08-03-2024 13:25:01,PEA River Electric Coop
Dale,0,1,08-03-2024 13:40:01,PEA River Electric Coop
Dale,0,2,08-03-2024 13:55:01,PEA River Electric Coop
Dale,0,2,08-03-2024 14:10:01,PEA River Electric Coop
Dale,0,2,08-03-2024 14:25:01,PEA River Electric Coop
Dale,0,1,08-03-2024 21:25:04,PEA River Electric Coop
Dale,0,1,08-03-2024 21:40:01,PEA River Electric Coop
Dale,0,1,08-03-2024 21:55:02,PEA River Electric Coop
Dale,0,1,08-03-2024 22:10:03,PEA River Electric Coop
Dale,0,1,08-03-2024 22:25:03,PEA River Electric Coop
Barbour,0,1,08-03-2024 22:25:03,PEA River Electric Coop
Barbour,0,1,08-03-2024 22:40:01,PEA River Electric Coop
Barbour,0,1,08-03-2024 22:55:01,PEA River Electric Coop
Barbour,0,1,08-03-2024 23:10:01,PEA River Electric Coop
Barbour,0,1,08-03-2024 23:25:01,PEA River Electric Coop
Barbour,0,1,08-04-2024 00:25:01,PEA River Electric Coop
Barbour,0,1,08-04-2024 04:25:02,PEA River Electric Coop
Barbour,0,1,08-04-2024 04:40:03,PEA River Electric Coop
Barbour,0,1,08-04-2024 04:55:01,PEA River Electric Coop
Barbour,0,1,08-04-2024 05:10:01,PEA River Electric Coop
Barbour,0,1,08-04-2024 05:25:01,PEA River Electric Coop
Barbour,0,1,08-04-2024 05:40:01,PEA River Electric Coop
Dale,0,3,08-04-2024 12:10:00,PEA River Electric Coop
Dale,0,3,08-04-2024 12:25:01,PEA River Electric Coop
Dale,0,3,08-04-2024 12:40:02,PEA River Electric Coop
Dale,0,4,08-04-2024 15:25:02,PEA River Electric Coop
Dale,0,4,08-04-2024 15:40:01,PEA River Electric Coop
Dale,0,4,08-04-2024 15:55:02,PEA River Electric Coop
Dale,0,4,08-04-2024 16:10:06,PEA River Electric Coop
Dale,0,4,08-04-2024 16:25:01,PEA River Electric Coop
Barbour,0,1,08-04-2024 19:10:04,PEA River Electric Coop
Barbour,0,1,08-04-2024 19:25:02,PEA River Electric Coop
Barbour,0,1,08-04-2024 19:40:02,PEA River Electric Coop
Barbour,0,1,08-04-2024 19:55:07,PEA River Electric Coop
Barbour,0,5,08-04-2024 22:40:02,PEA River Electric Coop
Barbour,0,5,08-04-2024 22:55:01,PEA River Electric Coop
Barbour,0,5,08-04-2024 23:10:01,PEA River Electric Coop
Barbour,0,2,08-04-2024 23:25:01,PEA River Electric Coop
Barbour,0,2,08-04-2024 23:40:01,PEA River Electric Coop
Barbour,0,2,08-04-2024 23:55:01,PEA River Electric Coop
Barbour,0,2,08-05-2024 00:10:01,PEA River Electric Coop
Henry,0,1,08-05-2024 14:10:01,PEA River Electric Coop
Henry,0,2,08-05-2024 14:25:01,PEA River Electric Coop
Dale,0,2,08-05-2024 14:40:01,PEA River Electric Coop
Henry,0,2,08-05-2024 14:40:01,PEA River Electric Coop
Dale,0,2,08-05-2024 14:55:01,PEA River Electric Coop
Henry,0,2,08-05-2024 14:55:01,PEA River Electric Coop
Dale,0,2,08-05-2024 15:10:01,PEA River Electric Coop
Henry,0,2,08-05-2024 15:10:01,PEA River Electric Coop
Dale,0,2,08-05-2024 15:25:01,PEA River Electric Coop
Henry,0,3,08-05-2024 15:25:01,PEA River Electric Coop
Henry,0,17,08-05-2024 15:40:01,PEA River Electric Coop
Henry,0,30,08-05-2024 15:55:01,PEA River Electric Coop
Henry,0,30,08-05-2024 16:10:01,PEA River Electric Coop
Henry,0,30,08-05-2024 16:25:01,PEA River Electric Coop
Henry,0,30,08-05-2024 16:40:02,PEA River Electric Coop
Henry,0,30,08-05-2024 16:55:01,PEA River Electric Coop
Henry,0,30,08-05-2024 17:10:01,PEA River Electric Coop
Henry,0,15,08-05-2024 17:25:02,PEA River Electric Coop
Dale,0,9,08-05-2024 19:25:01,PEA River Electric Coop
Dale,0,9,08-05-2024 19:40:01,PEA River Electric Coop
Dale,0,9,08-05-2024 19:55:02,PEA River Electric Coop
Henry,0,2,08-05-2024 19:55:02,PEA River Electric Coop
Dale,0,9,08-05-2024 20:10:02,PEA River Electric Coop
Henry,0,3,08-05-2024 20:10:02,PEA River Electric Coop
Dale,0,9,08-05-2024 20:25:02,PEA River Electric Coop
Henry,0,3,08-05-2024 20:25:02,PEA River Electric Coop
Barbour,0,2,08-05-2024 20:25:02,PEA River Electric Coop
Dale,0,133,08-05-2024 20:40:01,PEA River Electric Coop
Henry,0,3,08-05-2024 20:40:01,PEA River Electric Coop
Barbour,0,18,08-05-2024 20:40:01,PEA River Electric Coop
Dale,0,998,08-05-2024 20:55:01,PEA River Electric Coop
Henry,0,3,08-05-2024 20:55:01,PEA River Electric Coop
Barbour,0,18,08-05-2024 20:55:01,PEA River Electric Coop
Dale,0,998,08-05-2024 21:10:01,PEA River Electric Coop
Henry,0,3,08-05-2024 21:10:01,PEA River Electric Coop
Barbour,0,18,08-05-2024 21:10:01,PEA River Electric Coop
Dale,0,1,08-05-2024 21:25:01,PEA River Electric Coop
Henry,0,3,08-05-2024 21:25:01,PEA River Electric Coop
Barbour,0,24,08-05-2024 21:25:01,PEA River Electric Coop
Dale,0,12,08-05-2024 21:40:01,PEA River Electric Coop
Henry,0,2,08-05-2024 21:40:01,PEA River Electric Coop
Barbour,0,32,08-05-2024 21:40:01,PEA River Electric Coop
Dale,0,12,08-05-2024 21:55:01,PEA River Electric Coop
Barbour,0,32,08-05-2024 21:55:01,PEA River Electric Coop
Dale,0,11,08-05-2024 22:10:04,PEA River Electric Coop
Barbour,0,32,08-05-2024 22:10:04,PEA River Electric Coop
Dale,0,11,08-05-2024 22:25:01,PEA River Electric Coop
Barbour,0,32,08-05-2024 22:25:01,PEA River Electric Coop
Dale,0,11,08-05-2024 22:40:02,PEA River Electric Coop
Barbour,0,33,08-05-2024 22:40:02,PEA River Electric Coop
Dale,0,11,08-05-2024 22:55:02,PEA River Electric Coop
Barbour,0,33,08-05-2024 22:55:02,PEA River Electric Coop
Dale,0,11,08-05-2024 23:10:02,PEA River Electric Coop
Barbour,0,27,08-05-2024 23:10:02,PEA River Electric Coop
Dale,0,1,08-05-2024 23:25:01,PEA River Electric Coop
Barbour,0,1,08-05-2024 23:25:01,PEA River Electric Coop
Dale,0,1,08-05-2024 23:40:01,PEA River Electric Coop
Barbour,0,1,08-05-2024 23:40:01,PEA River Electric Coop
Dale,0,6,08-05-2024 23:55:01,PEA River Electric Coop
Barbour,0,1,08-05-2024 23:55:01,PEA River Electric Coop
Dale,0,5,08-06-2024 00:10:01,PEA River Electric Coop
Barbour,0,1,08-06-2024 00:10:01,PEA River Electric Coop
Dale,0,5,08-06-2024 00:25:01,PEA River Electric Coop
Barbour,0,1,08-06-2024 00:25:01,PEA River Electric Coop
Dale,0,5,08-06-2024 00:40:01,PEA River Electric Coop
Barbour,0,1,08-06-2024 00:40:01,PEA River Electric Coop
Barbour,0,1,08-06-2024 00:55:02,PEA River Electric Coop
Barbour,0,1,08-06-2024 01:10:01,PEA River Electric Coop
Barbour,0,1,08-06-2024 01:25:01,PEA River Electric Coop
Barbour,0,2,08-06-2024 01:40:01,PEA River Electric Coop
Barbour,0,2,08-06-2024 01:55:01,PEA River Electric Coop
Barbour,0,2,08-06-2024 02:10:01,PEA River Electric Coop
Barbour,0,1,08-06-2024 02:25:01,PEA River Electric Coop
Barbour,0,1,08-06-2024 02:40:01,PEA River Electric Coop
Barbour,0,1,08-06-2024 02:55:01,PEA River Electric Coop
Barbour,0,1,08-06-2024 03:10:03,PEA River Electric Coop
Barbour,0,1,08-06-2024 03:25:01,PEA River Electric Coop
Barbour,0,1,08-06-2024 03:40:01,PEA River Electric Coop
Barbour,0,1,08-06-2024 03:55:01,PEA River Electric Coop
Barbour,0,1,08-06-2024 04:10:01,PEA River Electric Coop
Barbour,0,1,08-06-2024 04:25:01,PEA River Electric Coop
Barbour,0,1,08-06-2024 04:40:02,PEA River Electric Coop
Barbour,0,1,08-06-2024 04:55:02,PEA River Electric Coop
Barbour,0,1,08-06-2024 05:10:01,PEA River Electric Coop
Barbour,0,1,08-06-2024 05:25:02,PEA River Electric Coop
Barbour,0,1,08-06-2024 05:40:02,PEA River Electric Coop
Barbour,0,1,08-06-2024 05:55:02,PEA River Electric Coop
Barbour,0,1,08-06-2024 06:10:02,PEA River Electric Coop
Barbour,0,1,08-06-2024 06:25:04,PEA River Electric Coop
Barbour,0,1,08-06-2024 06:40:12,PEA River Electric Coop
Barbour,0,1,08-06-2024 06:55:06,PEA River Electric Coop
Barbour,0,1,08-06-2024 07:10:02,PEA River Electric Coop
Barbour,0,1,08-06-2024 07:25:02,PEA River Electric Coop
Barbour,0,1,08-06-2024 07:40:08,PEA River Electric Coop
Barbour,0,1,08-06-2024 07:55:08,PEA River Electric Coop
Barbour,0,1,08-06-2024 08:10:02,PEA River Electric Coop
Barbour,0,1,08-06-2024 08:25:02,PEA River Electric Coop
Barbour,0,1,08-06-2024 08:40:03,PEA River Electric Coop
Barbour,0,1,08-06-2024 08:55:01,PEA River Electric Coop
Barbour,0,1,08-06-2024 09:10:02,PEA River Electric Coop
Barbour,0,1,08-06-2024 09:25:01,PEA River Electric Coop
Barbour,0,1,08-06-2024 09:40:01,PEA River Electric Coop
Barbour,0,1,08-06-2024 09:55:02,PEA River Electric Coop
Barbour,0,1,08-06-2024 10:10:01,PEA River Electric Coop
Barbour,0,1,08-06-2024 10:25:01,PEA River Electric Coop
Barbour,0,1,08-06-2024 10:40:02,PEA River Electric Coop
Barbour,0,1,08-06-2024 10:55:03,PEA River Electric Coop
Dale,0,1,08-06-2024 14:25:01,PEA River Electric Coop
Dale,0,1,08-06-2024 14:40:01,PEA River Electric Coop
