name,customersAffected,customersOutNow,customersServed,timestamp,EMC
DeKalb,1,1,6808,05-23-2024 17:22:50,Marshall-DeKalb Electric Coop
DeKalb,1,1,6808,05-23-2024 17:37:50,Marshall-DeKalb Electric Coop
DeKalb,1,1,6808,05-23-2024 17:52:48,Marshall-DeKalb Electric Coop
DeKalb,1,1,6808,05-23-2024 18:07:47,Marshall-DeKalb Electric Coop
DeKalb,1,1,6808,05-23-2024 20:37:47,Marshall-DeKalb Electric Coop
DeKalb,1,1,6808,05-23-2024 20:52:48,Marshall-DeKalb Electric Coop
DeKalb,1,1,6808,05-23-2024 21:07:47,Marshall-DeKalb Electric Coop
DeKalb,1,1,6808,05-23-2024 21:22:46,Marshall-DeKalb Electric Coop
DeKalb,1,1,6808,05-23-2024 21:37:47,Marshall-DeKalb Electric Coop
DeKalb,1,0,6808,05-23-2024 21:52:47,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-23-2024 22:37:46,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-23-2024 22:52:46,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-23-2024 23:07:50,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-23-2024 23:22:46,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-23-2024 23:37:48,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-23-2024 23:52:49,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 00:07:46,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 00:22:47,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 00:37:47,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 00:52:46,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 01:07:47,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 01:22:48,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 01:37:47,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 01:52:48,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 02:07:51,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 02:24:59,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 02:37:47,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 02:52:47,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 03:07:47,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 03:22:46,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 03:37:47,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 03:52:48,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 04:07:53,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 04:22:47,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 04:37:47,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 04:52:45,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 05:07:47,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 05:22:46,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 05:38:03,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 05:54:55,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 06:07:45,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 06:22:48,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 06:37:47,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 06:52:45,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 07:07:45,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 07:22:49,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 07:37:46,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 07:52:47,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 08:07:46,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 08:22:46,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 08:37:45,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 08:52:46,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 09:07:47,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 09:22:46,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 09:37:45,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 09:52:46,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 10:07:46,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 10:22:45,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 10:37:46,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 10:52:46,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 11:07:45,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 11:22:44,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 11:37:45,Marshall-DeKalb Electric Coop
Marshall,4,4,15682,05-24-2024 11:52:47,Marshall-DeKalb Electric Coop
Marshall,5,5,15682,05-24-2024 12:07:47,Marshall-DeKalb Electric Coop
DeKalb,14,14,6808,05-24-2024 12:07:47,Marshall-DeKalb Electric Coop
Marshall,5,5,15682,05-24-2024 12:22:46,Marshall-DeKalb Electric Coop
DeKalb,14,14,6808,05-24-2024 12:22:46,Marshall-DeKalb Electric Coop
Marshall,5,5,15682,05-24-2024 12:37:46,Marshall-DeKalb Electric Coop
DeKalb,14,14,6808,05-24-2024 12:37:46,Marshall-DeKalb Electric Coop
Marshall,5,5,15682,05-24-2024 12:52:48,Marshall-DeKalb Electric Coop
DeKalb,14,14,6808,05-24-2024 12:52:48,Marshall-DeKalb Electric Coop
Marshall,5,5,15682,05-24-2024 13:07:47,Marshall-DeKalb Electric Coop
DeKalb,14,14,6808,05-24-2024 13:07:47,Marshall-DeKalb Electric Coop
Marshall,4,0,15682,05-24-2024 13:22:48,Marshall-DeKalb Electric Coop
DeKalb,15,15,6808,05-24-2024 13:37:48,Marshall-DeKalb Electric Coop
Marshall,1,1,15682,05-24-2024 13:53:04,Marshall-DeKalb Electric Coop
DeKalb,15,15,6808,05-24-2024 13:53:04,Marshall-DeKalb Electric Coop
Marshall,1,1,15682,05-24-2024 14:07:48,Marshall-DeKalb Electric Coop
DeKalb,15,15,6808,05-24-2024 14:07:48,Marshall-DeKalb Electric Coop
DeKalb,15,15,6807,05-24-2024 14:22:48,Marshall-DeKalb Electric Coop
